text,sent48,sent9,sent8,sent15,sent3,sent2,sent1,sent14,sent7,sent6,sent5,sent4,sent57,sent56,sent55,sent54,sent53,sent52,sent51,sent50,sent13,sent12,sent11,sent10,sent17,sent16,sent59,sent58,sent93,sent92,sent91,sent90,sent97,sent96,sent95,sent94,sent98,sent22,sent23,sent20,sent21,sent26,sent27,sent24,sent25,sent28,sent29,sent68,sent69,sent66,sent67,sent64,sent65,sent62,sent63,sent60,sent61,sent31,sent30,sent33,sent32,sent35,sent34,sent37,sent36,sent39,sent38,sent79,sent78,sent75,sent74,sent77,sent76,sent71,sent70,sent73,sent72,sent19,sent49,sent18,sent44,sent45,sent84,sent85,sent86,sent87,sent80,sent81,sent82,sent83,sent40,sent41,sent42,sent43,sent88,sent89,sent46,sent47,intros.thisRepN,intros.thisTrialN,intros.thisN,intros.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,testWords.thisRepN,testWords.thisTrialN,testWords.thisN,testWords.thisIndex,test1,test3,test2,test5,test4,test7,test6,test9,test8,test10,realTrials.thisRepN,realTrials.thisTrialN,realTrials.thisN,realTrials.thisIndex,words.thisRepN,words.thisTrialN,words.thisN,words.thisIndex,key_resp_3.keys,key_resp_3.rt,key_resp_8.keys,key_resp_10.keys,key_resp_10.rt,key_resp_6.keys,wordRead.keys,wordRead.rt,key_resp_5.keys,questAnswer.keys,questAnswer.rt,key_resp_6.rt,key_resp_5.rt,date,frameRate,expName,session,participant,
,Feier,Tat,keine,uns,Tropfen,Methode,wegen,genau,Essen,Kakao,sahen,brauner,ein,jede,kann,Kakao,Bürgermeister,wurden,uns,fuhren,in,trotz,immer,saftiges,Rand,Studie,war,"regnete,",Eimer,Feier,wird,die,sich,Rand,Methode,101,eine,schlug,Bürgermeister,das,Kleidung,mal,gebrauchte,wurden,uns,zum,suchen,sahen,damals,Studium,Ankunft,Tat,mal,schlug,saftigen,Sonne,Tropfen,60,nur,die,wussten,eine,beider,Ankunft,jede,wurden,die,dem,Essen,die,wegen,braunen,verbraucht,trotz,gebrauchter,Zirkus,in,verbraucht,wurde,wurden,dann,Studium,suchen,war,60,sind,Rummels,die,in,beider,Teilnehmer,in,fuhren,sich,nur,keine,Eimer,Umständen,,,,,,,,,,,,,,,,,,,,,,,44,0,44,0,0,2,2,2,,,,,,,space,0.469859838486,,,,,,2017_Jan_30_1443,59.3905616348,spr_backupper,001,Di10,
,gedachte,wissen,Lust,durch,königlichen,kann,des,die,kann,gehören,wir,Zucker,Hemd,Menge,schon,gehören,beschuldigten,unter,durch,mit,Größe,des,auf,Fleisch,der,wurde,der,hat,rote,gedachte,mit,Erlebnisse,Berge,der,kann,hält,große,"sporadisch,",beschuldigten,Auto,bei,wieder,Kleidung,aus,die,Mond,die,wir,schnell,las,stand,wissen,wieder,"sporadisch,",Fleischs,"unterging,",königliches,Liter,kleinere,er,überwiegend,große,beteiligten,stand,Menge,mit,Masse,Mann,kann,Masse,dem,Zuckers,260.000,dem,Kleidung,werden,Größe,260.000,dann,mit,mit,habe,die,aus,Liter,mit,wurde,Leinwand,Dänemark,beteiligter,wurden,Dänemark,mit,Berge,kleinere,Lust,roter,können,,,,,,,,,,,,,,,,,,,,,,,44,0,44,0,0,3,3,3,,,,,,,space,0.394230127335,,,,,,2017_Jan_30_1443,59.3905616348,spr_backupper,001,Di10,
,man,wir,auf,Büschel,Bluts,man,schönen,richtige,ich,immer,den,sind,aus,alten,bei,immer,die,"regelmäßigem,",Büschel,solch,36,bekannten,warmem,wurden,Stadt,jetzt,vierte,uns,Farbe,man,"reichlichem,",bei,schmutzige,Stadt,man,nicht,Packung,obwohl,die,dem,ausreichendem,viel,landen,"wertvollem,",Stimmung,dauerte,Wohnung,den,dank,ich,ein,wir,viel,obschon,wurden,war,Blut,sprudelnden,"Delikte,","trug,","nicht,",Packung,Fahrer,ein,alten,"üblichem,",mit,das,ich,mit,schönen,sind,Kilowattstunden,bekannten,landen,die,36,Kilowattstunden,mit,dauerhaftem,"minimalem,",ich,Wohnung,"Japan,",sprudelndes,"sämtlichem,",schon,aus,gelegentlich,Fahrer,mit,einen,solchen,schmutziger,"Delikte,",auf,Farbe,Neuwahlen,,,,,,,,,,,,,,,,,,,,,,,44,0,44,0,0,4,4,4,,,,,,,space,0.369931936264,,,,,,2017_Jan_30_1443,59.3905616348,spr_backupper,001,Di10,
,der,von,noch,frisches,hat,eine,Wetters,"Zeit,",leider,350,roten,auf,feinem,Krams,minimalem,350,Störenfriede,kaltem,frischen,unzureichenden,würden,Skandals,weichem,serviert.,liegen,"nachgewiesen,",Bundespräsident.,die,geschleudert.,den,purem,"frischem,",Wäsche.,liegen,eine,am,salzige,sie,Störenfriede,Mann,monatlichem,Lärm,im,klassischen,ziemlich,ungefähr,des,roten,täglichem,mehr,Glas,um,Lärm,sie,serviert.,die,hat,Trinkwassers.,derer,war,was,salziger,wurden,Glas,Kram,harten,einem,Auto,leider,einem,Wetter,auf,elektrischer,Skandal,im,Tiere,hätten,elektrische,"reichem,",feinem,sauberen,mehr,des,die,Trinkwasser.,künftigem,immer,seltenem,einen,wurden,zusätzlichem,gelegentlichen,unzureichenden,Wäsche.,deren,noch,geschleudert.,vor,,,,,,,,,,,,,,,,,,,,,,,44,0,44,0,0,5,5,5,,,,,,,space,0.398512840271,,,,,,2017_Jan_30_1443,59.3905616348,spr_backupper,001,Di10,
,Soldaten,den,eine,Gras,den,große,die,um,nichts,ml,Planeten,jeden,dichten,aus,täglichen,ml,jeden.,Abduschen,Grases,Helmen,seiner,wiedergewählt.,Untergrund,nan,die,dass,nan,Stimmung,nan,Soldaten,Alkohol,kaltem,nan,die,große,Hauptbahnhof.,Wurst,defekt,jeden.,mehr,Taschengeld,um,Müll.,Schmuck,"vermiest,",drei,Herrn,Planet,grünen,als,köstlicher,die,um,defekt,nan,Flut,den,nan,sie,aus,Tupperware,Wurst,verschrottet.,köstlichen,aus,Schaumstoff,Esslöffel,mehr,nichts,Esslöffel,die,jeden,Energie.,wiedergewählt.,Müll.,artgerecht,seiner,Energie.,goldenen,Kunsteis,Kraftstoff,als,Herrn,er,nan,Einkommen,ruhig,dichten,Besucher.,verschrottet.,schwarzem,Besucher.,Helmen,nan,sie,eine,nan,Dezember,,,,,,,,,,,,,,,,,,,,,,,44,0,44,0,0,6,6,6,,,,,,,space,0.418660163879,,,,,,2017_Jan_30_1443,59.3905616348,spr_backupper,001,Di10,
,des,Problemen,Sammlung,zwängen.,Boden,Menge,Wohnung.,Nadelhölzer,mitbringen.,warme,ganz,Fall,Stoff,dem,Einsatz,warmer,nan,gehärtet.,zwängen.,zur,Frau,nan,liegen.,nan,Slums.,das,nan,ziemlich,nan,des,verdünnt.,Saft,nan,Slums.,Menge,nan,mit,war.,nan,als,selber,jede,nan,umgearbeitet.,dass,Tage.,Gantenbeins.,ganz,Tee,einmal,Wein,Probleme,jede,war.,nan,zurückgekehrt.,Boden,nan,überführt,Japan.,ist.,mit,nan,Weins,dem,gefertigt.,warmen,als,mitbringen.,warmem,Wohnung.,Fall,nan,nan,nan,gehalten.,Frau,nan,Besatz,eingesprüht.,fahren.,einmal,Gantenbein.,trug.,nan,haftbar.,diskutiert.,Gewebe,nan,nan,Kaffee,nan,zur,nan,überführt,Sammlung,nan,stattfinden.,,,,,,,,,,,,,,,,,,,,,,,44,0,44,0,0,7,7,7,,,,,,,space,0.41980099678,,,,,,2017_Jan_30_1443,59.3905616348,spr_backupper,001,Di10,
,zweiten,im,dumme,nan,berührt.,dunkle,nan,umzusetzen.,nan,Milch.,deutlich.,genug.,gefertigt.,Haus,sinken.,Milch.,nan,nan,nan,Schule.,gepasst,nan,nan,nan,nan,Medikament,nan,vermiest.,nan,zweiten,nan,besprochen.,nan,nan,dunkler,nan,an,nan,nan,gerne.,kaufen.,Menge,nan,nan,es,nan,nan,deutlich.,wieder,Rilke.,schon,im,Menge,nan,nan,nan,berührt.,nan,wurden.,nan,nan,an,nan,schon,Haus,nan,Honigs,gerne.,nan,Honig,nan,genug.,nan,nan,nan,nan,gepasst.,nan,rekonstruiert.,nan,nan,Rilke,nan,nan,nan,nan,nan,wiederhergestellt.,nan,nan,wiederbelebt.,nan,Schule.,nan,wurden.,dummer,nan,nan,,,,,,,,,,,,,,,,,,,,,,,44,0,44,0,0,8,8,8,,,,,,,space,0.620939970016,,,,,,2017_Jan_30_1443,59.3905616348,spr_backupper,001,Di10,
,Weltkriegs.,Landkreis.,Sprüche.,nan,nan,Materie,nan,nan,nan,nan,nan,nan,nan,geschafft.,nan,nan,nan,nan,nan,nan,haben.,nan,nan,nan,nan,nicht,nan,nan,nan,Weltkriegs.,nan,nan,nan,nan,Materie,nan,den,nan,nan,nan,nan,heißer,nan,nan,regnete.,nan,nan,nan,fit.,nan,auf,Landkreis.,heiße,nan,nan,nan,nan,nan,nan,nan,nan,den,nan,auf,geschafft.,nan,her.,nan,nan,her.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,gelesen.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Sprüche.,nan,nan,,,,,,,,,,,,,,,,,,,,,,,44,0,44,0,0,9,9,9,,,,,,,space,0.330370903015,,,,,,2017_Jan_30_1443,59.3905616348,spr_backupper,001,Di10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,44,0,,,,,,,,,,,,,None,j,2.29112076759,,,2017_Jan_30_1443,59.3905616348,spr_backupper,001,Di10,
,Bei,In,Sie,Wir,Nicht,Mit,Sie,Jetzt,Außer,In,Im,100,Er,Wir,Ihr,In,Außer,Die,Wir,Die,Die,Er,Jungtiere,Beträchtliche,Am,In,Walter,Dass,Es,Bei,Die,Sie,Dort,Am,Mit,Die,Ich,Die,Außer,Wir,Jugendliche,Man,Viele,Die,Es,Der,Die,Im,Ich,In,Bei,In,Man,Die,Beträchtliche,Als,Nicht,Sie,Es,Die,Die,Ich,Die,Bei,Wir,Alle,Er,Wir,Außer,Er,Sie,100,Die,Er,Viele,In,Die,Die,Das,Die,Wir,In,Die,Die,Sie,Manche,Fernab,Danach,Wir,Die,Die,Wir,Die,Dort,Es,Sie,Es,Unter,,,,,,,,,,,,,,,,,,,,,,,45,0,45,0,0,0,0,0,,,,,,None,space,0.85951590538,,,,,,2017_Jan_30_1443,59.3905616348,spr_backupper,001,Di10,
,der,der,hatte,mussten,ein,dieser,verlassen,ist,dem,den,Fernrohr,g,hat,haben,Blutdruck,den,dem,Formen,mussten,Kinder,Schuhe,wurde,sollten,Stücke,äußersten,einer,Scheel,es,wurden,der,Lösung,haben,türmen,äußeren,dieser,Linie,nehme,Uhr,den,übergaben,können,machte,Tonnen,Stücke,hat,Flug,Gäste,Fernrohr,wurde,meinem,unserer,der,machte,Uhr,Stücke,die,ein,verbrauchen,waren,"Uhr,",Teilnehmerinnen,nehme,Autos,unserer,haben,Betten,stellt,übergaben,das,stellt,verlassen,g,Schule,wurde,Tonnen,diesem,Schuhe,Schule,Tuch,Eislaufbahnen,konnten,meinem,Gäste,Uhr,verbrauchen,Kreditnehmer,des,wurde,hatten,Autos,müden,hatten,Kinder,türmen,waren,hatte,wurden,keinen,,,,,,,,,,,,,,,,,,,,,,,45,0,45,0,0,1,1,1,,,,,,,space,0.469517230988,,,,,,2017_Jan_30_1443,59.3905616348,spr_backupper,001,Di10,
,Feier,Tat,keine,uns,Tropfen,Methode,wegen,genau,Essen,Kakao,sahen,brauner,ein,jede,kann,Kakao,Bürgermeister,wurden,uns,fuhren,in,trotz,immer,saftiges,Rand,Studie,war,"regnete,",Eimer,Feier,wird,die,sich,Rand,Methode,101,eine,schlug,Bürgermeister,das,Kleidung,mal,gebrauchte,wurden,uns,zum,suchen,sahen,damals,Studium,Ankunft,Tat,mal,schlug,saftigen,Sonne,Tropfen,60,nur,die,wussten,eine,beider,Ankunft,jede,wurden,die,dem,Essen,die,wegen,braunen,verbraucht,trotz,gebrauchter,Zirkus,in,verbraucht,wurde,wurden,dann,Studium,suchen,war,60,sind,Rummels,die,in,beider,Teilnehmer,in,fuhren,sich,nur,keine,Eimer,Umständen,,,,,,,,,,,,,,,,,,,,,,,45,0,45,0,0,2,2,2,,,,,,,space,0.402834892273,,,,,,2017_Jan_30_1443,59.3905616348,spr_backupper,001,Di10,
,gedachte,wissen,Lust,durch,königlichen,kann,des,die,kann,gehören,wir,Zucker,Hemd,Menge,schon,gehören,beschuldigten,unter,durch,mit,Größe,des,auf,Fleisch,der,wurde,der,hat,rote,gedachte,mit,Erlebnisse,Berge,der,kann,hält,große,"sporadisch,",beschuldigten,Auto,bei,wieder,Kleidung,aus,die,Mond,die,wir,schnell,las,stand,wissen,wieder,"sporadisch,",Fleischs,"unterging,",königliches,Liter,kleinere,er,überwiegend,große,beteiligten,stand,Menge,mit,Masse,Mann,kann,Masse,dem,Zuckers,260.000,dem,Kleidung,werden,Größe,260.000,dann,mit,mit,habe,die,aus,Liter,mit,wurde,Leinwand,Dänemark,beteiligter,wurden,Dänemark,mit,Berge,kleinere,Lust,roter,können,,,,,,,,,,,,,,,,,,,,,,,45,0,45,0,0,3,3,3,,,,,,,space,0.437039852142,,,,,,2017_Jan_30_1443,59.3905616348,spr_backupper,001,Di10,
,man,wir,auf,Büschel,Bluts,man,schönen,richtige,ich,immer,den,sind,aus,alten,bei,immer,die,"regelmäßigem,",Büschel,solch,36,bekannten,warmem,wurden,Stadt,jetzt,vierte,uns,Farbe,man,"reichlichem,",bei,schmutzige,Stadt,man,nicht,Packung,obwohl,die,dem,ausreichendem,viel,landen,"wertvollem,",Stimmung,dauerte,Wohnung,den,dank,ich,ein,wir,viel,obschon,wurden,war,Blut,sprudelnden,"Delikte,","trug,","nicht,",Packung,Fahrer,ein,alten,"üblichem,",mit,das,ich,mit,schönen,sind,Kilowattstunden,bekannten,landen,die,36,Kilowattstunden,mit,dauerhaftem,"minimalem,",ich,Wohnung,"Japan,",sprudelndes,"sämtlichem,",schon,aus,gelegentlich,Fahrer,mit,einen,solchen,schmutziger,"Delikte,",auf,Farbe,Neuwahlen,,,,,,,,,,,,,,,,,,,,,,,45,0,45,0,0,4,4,4,,,,,,,space,0.375494003296,,,,,,2017_Jan_30_1443,59.3905616348,spr_backupper,001,Di10,
,der,von,noch,frisches,hat,eine,Wetters,"Zeit,",leider,350,roten,auf,feinem,Krams,minimalem,350,Störenfriede,kaltem,frischen,unzureichenden,würden,Skandals,weichem,serviert.,liegen,"nachgewiesen,",Bundespräsident.,die,geschleudert.,den,purem,"frischem,",Wäsche.,liegen,eine,am,salzige,sie,Störenfriede,Mann,monatlichem,Lärm,im,klassischen,ziemlich,ungefähr,des,roten,täglichem,mehr,Glas,um,Lärm,sie,serviert.,die,hat,Trinkwassers.,derer,war,was,salziger,wurden,Glas,Kram,harten,einem,Auto,leider,einem,Wetter,auf,elektrischer,Skandal,im,Tiere,hätten,elektrische,"reichem,",feinem,sauberen,mehr,des,die,Trinkwasser.,künftigem,immer,seltenem,einen,wurden,zusätzlichem,gelegentlichen,unzureichenden,Wäsche.,deren,noch,geschleudert.,vor,,,,,,,,,,,,,,,,,,,,,,,45,0,45,0,0,5,5,5,,,,,,,space,0.850326061249,,,,,,2017_Jan_30_1443,59.3905616348,spr_backupper,001,Di10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,0,45,0,,,,,,,,,,,,,None,n,4.25957107544,,,2017_Jan_30_1443,59.3905616348,spr_backupper,001,Di10,
,Bei,In,Sie,Wir,Nicht,Mit,Sie,Jetzt,Außer,In,Im,100,Er,Wir,Ihr,In,Außer,Die,Wir,Die,Die,Er,Jungtiere,Beträchtliche,Am,In,Walter,Dass,Es,Bei,Die,Sie,Dort,Am,Mit,Die,Ich,Die,Außer,Wir,Jugendliche,Man,Viele,Die,Es,Der,Die,Im,Ich,In,Bei,In,Man,Die,Beträchtliche,Als,Nicht,Sie,Es,Die,Die,Ich,Die,Bei,Wir,Alle,Er,Wir,Außer,Er,Sie,100,Die,Er,Viele,In,Die,Die,Das,Die,Wir,In,Die,Die,Sie,Manche,Fernab,Danach,Wir,Die,Die,Wir,Die,Dort,Es,Sie,Es,Unter,,,,,,,,,,,,,,,,,,,,,,,46,0,46,0,0,0,0,0,,,,,,space,space,0.501380205154,,,,0.906471967697,,2017_Jan_30_1443,59.3905616348,spr_backupper,001,Di10,
,der,der,hatte,mussten,ein,dieser,verlassen,ist,dem,den,Fernrohr,g,hat,haben,Blutdruck,den,dem,Formen,mussten,Kinder,Schuhe,wurde,sollten,Stücke,äußersten,einer,Scheel,es,wurden,der,Lösung,haben,türmen,äußeren,dieser,Linie,nehme,Uhr,den,übergaben,können,machte,Tonnen,Stücke,hat,Flug,Gäste,Fernrohr,wurde,meinem,unserer,der,machte,Uhr,Stücke,die,ein,verbrauchen,waren,"Uhr,",Teilnehmerinnen,nehme,Autos,unserer,haben,Betten,stellt,übergaben,das,stellt,verlassen,g,Schule,wurde,Tonnen,diesem,Schuhe,Schule,Tuch,Eislaufbahnen,konnten,meinem,Gäste,Uhr,verbrauchen,Kreditnehmer,des,wurde,hatten,Autos,müden,hatten,Kinder,türmen,waren,hatte,wurden,keinen,,,,,,,,,,,,,,,,,,,,,,,46,0,46,0,0,1,1,1,,,,,,,space,0.410621166229,,,,,,2017_Jan_30_1443,59.3905616348,spr_backupper,001,Di10,
,Feier,Tat,keine,uns,Tropfen,Methode,wegen,genau,Essen,Kakao,sahen,brauner,ein,jede,kann,Kakao,Bürgermeister,wurden,uns,fuhren,in,trotz,immer,saftiges,Rand,Studie,war,"regnete,",Eimer,Feier,wird,die,sich,Rand,Methode,101,eine,schlug,Bürgermeister,das,Kleidung,mal,gebrauchte,wurden,uns,zum,suchen,sahen,damals,Studium,Ankunft,Tat,mal,schlug,saftigen,Sonne,Tropfen,60,nur,die,wussten,eine,beider,Ankunft,jede,wurden,die,dem,Essen,die,wegen,braunen,verbraucht,trotz,gebrauchter,Zirkus,in,verbraucht,wurde,wurden,dann,Studium,suchen,war,60,sind,Rummels,die,in,beider,Teilnehmer,in,fuhren,sich,nur,keine,Eimer,Umständen,,,,,,,,,,,,,,,,,,,,,,,46,0,46,0,0,2,2,2,,,,,,,space,0.593826055527,,,,,,2017_Jan_30_1443,59.3905616348,spr_backupper,001,Di10,
,gedachte,wissen,Lust,durch,königlichen,kann,des,die,kann,gehören,wir,Zucker,Hemd,Menge,schon,gehören,beschuldigten,unter,durch,mit,Größe,des,auf,Fleisch,der,wurde,der,hat,rote,gedachte,mit,Erlebnisse,Berge,der,kann,hält,große,"sporadisch,",beschuldigten,Auto,bei,wieder,Kleidung,aus,die,Mond,die,wir,schnell,las,stand,wissen,wieder,"sporadisch,",Fleischs,"unterging,",königliches,Liter,kleinere,er,überwiegend,große,beteiligten,stand,Menge,mit,Masse,Mann,kann,Masse,dem,Zuckers,260.000,dem,Kleidung,werden,Größe,260.000,dann,mit,mit,habe,die,aus,Liter,mit,wurde,Leinwand,Dänemark,beteiligter,wurden,Dänemark,mit,Berge,kleinere,Lust,roter,können,,,,,,,,,,,,,,,,,,,,,,,46,0,46,0,0,3,3,3,,,,,,,space,0.326138973236,,,,,,2017_Jan_30_1443,59.3905616348,spr_backupper,001,Di10,
,man,wir,auf,Büschel,Bluts,man,schönen,richtige,ich,immer,den,sind,aus,alten,bei,immer,die,"regelmäßigem,",Büschel,solch,36,bekannten,warmem,wurden,Stadt,jetzt,vierte,uns,Farbe,man,"reichlichem,",bei,schmutzige,Stadt,man,nicht,Packung,obwohl,die,dem,ausreichendem,viel,landen,"wertvollem,",Stimmung,dauerte,Wohnung,den,dank,ich,ein,wir,viel,obschon,wurden,war,Blut,sprudelnden,"Delikte,","trug,","nicht,",Packung,Fahrer,ein,alten,"üblichem,",mit,das,ich,mit,schönen,sind,Kilowattstunden,bekannten,landen,die,36,Kilowattstunden,mit,dauerhaftem,"minimalem,",ich,Wohnung,"Japan,",sprudelndes,"sämtlichem,",schon,aus,gelegentlich,Fahrer,mit,einen,solchen,schmutziger,"Delikte,",auf,Farbe,Neuwahlen,,,,,,,,,,,,,,,,,,,,,,,46,0,46,0,0,4,4,4,,,,,,,space,0.425904989243,,,,,,2017_Jan_30_1443,59.3905616348,spr_backupper,001,Di10,
,der,von,noch,frisches,hat,eine,Wetters,"Zeit,",leider,350,roten,auf,feinem,Krams,minimalem,350,Störenfriede,kaltem,frischen,unzureichenden,würden,Skandals,weichem,serviert.,liegen,"nachgewiesen,",Bundespräsident.,die,geschleudert.,den,purem,"frischem,",Wäsche.,liegen,eine,am,salzige,sie,Störenfriede,Mann,monatlichem,Lärm,im,klassischen,ziemlich,ungefähr,des,roten,täglichem,mehr,Glas,um,Lärm,sie,serviert.,die,hat,Trinkwassers.,derer,war,was,salziger,wurden,Glas,Kram,harten,einem,Auto,leider,einem,Wetter,auf,elektrischer,Skandal,im,Tiere,hätten,elektrische,"reichem,",feinem,sauberen,mehr,des,die,Trinkwasser.,künftigem,immer,seltenem,einen,wurden,zusätzlichem,gelegentlichen,unzureichenden,Wäsche.,deren,noch,geschleudert.,vor,,,,,,,,,,,,,,,,,,,,,,,46,0,46,0,0,5,5,5,,,,,,,space,0.56547498703,,,,,,2017_Jan_30_1443,59.3905616348,spr_backupper,001,Di10,
,Soldaten,den,eine,Gras,den,große,die,um,nichts,ml,Planeten,jeden,dichten,aus,täglichen,ml,jeden.,Abduschen,Grases,Helmen,seiner,wiedergewählt.,Untergrund,nan,die,dass,nan,Stimmung,nan,Soldaten,Alkohol,kaltem,nan,die,große,Hauptbahnhof.,Wurst,defekt,jeden.,mehr,Taschengeld,um,Müll.,Schmuck,"vermiest,",drei,Herrn,Planet,grünen,als,köstlicher,die,um,defekt,nan,Flut,den,nan,sie,aus,Tupperware,Wurst,verschrottet.,köstlichen,aus,Schaumstoff,Esslöffel,mehr,nichts,Esslöffel,die,jeden,Energie.,wiedergewählt.,Müll.,artgerecht,seiner,Energie.,goldenen,Kunsteis,Kraftstoff,als,Herrn,er,nan,Einkommen,ruhig,dichten,Besucher.,verschrottet.,schwarzem,Besucher.,Helmen,nan,sie,eine,nan,Dezember,,,,,,,,,,,,,,,,,,,,,,,46,0,46,0,0,6,6,6,,,,,,,space,0.357687950134,,,,,,2017_Jan_30_1443,59.3905616348,spr_backupper,001,Di10,
,des,Problemen,Sammlung,zwängen.,Boden,Menge,Wohnung.,Nadelhölzer,mitbringen.,warme,ganz,Fall,Stoff,dem,Einsatz,warmer,nan,gehärtet.,zwängen.,zur,Frau,nan,liegen.,nan,Slums.,das,nan,ziemlich,nan,des,verdünnt.,Saft,nan,Slums.,Menge,nan,mit,war.,nan,als,selber,jede,nan,umgearbeitet.,dass,Tage.,Gantenbeins.,ganz,Tee,einmal,Wein,Probleme,jede,war.,nan,zurückgekehrt.,Boden,nan,überführt,Japan.,ist.,mit,nan,Weins,dem,gefertigt.,warmen,als,mitbringen.,warmem,Wohnung.,Fall,nan,nan,nan,gehalten.,Frau,nan,Besatz,eingesprüht.,fahren.,einmal,Gantenbein.,trug.,nan,haftbar.,diskutiert.,Gewebe,nan,nan,Kaffee,nan,zur,nan,überführt,Sammlung,nan,stattfinden.,,,,,,,,,,,,,,,,,,,,,,,46,0,46,0,0,7,7,7,,,,,,,space,0.434030056,,,,,,2017_Jan_30_1443,59.3905616348,spr_backupper,001,Di10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,0,46,0,,,,,,,,,,,,,None,j,2.18099713326,,,2017_Jan_30_1443,59.3905616348,spr_backupper,001,Di10,
,Bei,In,Sie,Wir,Nicht,Mit,Sie,Jetzt,Außer,In,Im,100,Er,Wir,Ihr,In,Außer,Die,Wir,Die,Die,Er,Jungtiere,Beträchtliche,Am,In,Walter,Dass,Es,Bei,Die,Sie,Dort,Am,Mit,Die,Ich,Die,Außer,Wir,Jugendliche,Man,Viele,Die,Es,Der,Die,Im,Ich,In,Bei,In,Man,Die,Beträchtliche,Als,Nicht,Sie,Es,Die,Die,Ich,Die,Bei,Wir,Alle,Er,Wir,Außer,Er,Sie,100,Die,Er,Viele,In,Die,Die,Das,Die,Wir,In,Die,Die,Sie,Manche,Fernab,Danach,Wir,Die,Die,Wir,Die,Dort,Es,Sie,Es,Unter,,,,,,,,,,,,,,,,,,,,,,,47,0,47,0,0,0,0,0,,,,,,space,space,0.447154045105,,,,0.704791069031,,2017_Jan_30_1443,59.3905616348,spr_backupper,001,Di10,
,der,der,hatte,mussten,ein,dieser,verlassen,ist,dem,den,Fernrohr,g,hat,haben,Blutdruck,den,dem,Formen,mussten,Kinder,Schuhe,wurde,sollten,Stücke,äußersten,einer,Scheel,es,wurden,der,Lösung,haben,türmen,äußeren,dieser,Linie,nehme,Uhr,den,übergaben,können,machte,Tonnen,Stücke,hat,Flug,Gäste,Fernrohr,wurde,meinem,unserer,der,machte,Uhr,Stücke,die,ein,verbrauchen,waren,"Uhr,",Teilnehmerinnen,nehme,Autos,unserer,haben,Betten,stellt,übergaben,das,stellt,verlassen,g,Schule,wurde,Tonnen,diesem,Schuhe,Schule,Tuch,Eislaufbahnen,konnten,meinem,Gäste,Uhr,verbrauchen,Kreditnehmer,des,wurde,hatten,Autos,müden,hatten,Kinder,türmen,waren,hatte,wurden,keinen,,,,,,,,,,,,,,,,,,,,,,,47,0,47,0,0,1,1,1,,,,,,,space,0.476320981979,,,,,,2017_Jan_30_1443,59.3905616348,spr_backupper,001,Di10,
,Feier,Tat,keine,uns,Tropfen,Methode,wegen,genau,Essen,Kakao,sahen,brauner,ein,jede,kann,Kakao,Bürgermeister,wurden,uns,fuhren,in,trotz,immer,saftiges,Rand,Studie,war,"regnete,",Eimer,Feier,wird,die,sich,Rand,Methode,101,eine,schlug,Bürgermeister,das,Kleidung,mal,gebrauchte,wurden,uns,zum,suchen,sahen,damals,Studium,Ankunft,Tat,mal,schlug,saftigen,Sonne,Tropfen,60,nur,die,wussten,eine,beider,Ankunft,jede,wurden,die,dem,Essen,die,wegen,braunen,verbraucht,trotz,gebrauchter,Zirkus,in,verbraucht,wurde,wurden,dann,Studium,suchen,war,60,sind,Rummels,die,in,beider,Teilnehmer,in,fuhren,sich,nur,keine,Eimer,Umständen,,,,,,,,,,,,,,,,,,,,,,,47,0,47,0,0,2,2,2,,,,,,,space,0.47903585434,,,,,,2017_Jan_30_1443,59.3905616348,spr_backupper,001,Di10,
