text,sent48,sent9,sent8,sent15,sent3,sent2,sent1,sent14,sent7,sent6,sent5,sent4,sent57,sent56,sent55,sent54,sent53,sent52,sent51,sent50,sent13,sent12,sent11,sent10,sent17,sent16,sent59,sent58,sent93,sent92,sent91,sent90,sent97,sent96,sent95,sent94,sent98,sent22,sent23,sent20,sent21,sent26,sent27,sent24,sent25,sent28,sent29,sent68,sent69,sent66,sent67,sent64,sent65,sent62,sent63,sent60,sent61,sent31,sent30,sent33,sent32,sent35,sent34,sent37,sent36,sent39,sent38,sent79,sent78,sent75,sent74,sent77,sent76,sent71,sent70,sent73,sent72,sent19,sent49,sent18,sent44,sent45,sent84,sent85,sent86,sent87,sent80,sent81,sent82,sent83,sent40,sent41,sent42,sent43,sent88,sent89,sent46,sent47,intros.thisRepN,intros.thisTrialN,intros.thisN,intros.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,testWords.thisRepN,testWords.thisTrialN,testWords.thisN,testWords.thisIndex,test1,test3,test2,test5,test4,test7,test6,test9,test8,test10,realTrials.thisRepN,realTrials.thisTrialN,realTrials.thisN,realTrials.thisIndex,words.thisRepN,words.thisTrialN,words.thisN,words.thisIndex,key_resp_3.keys,key_resp_3.rt,key_resp_8.keys,key_resp_8.rt,key_resp_10.keys,key_resp_10.rt,key_resp_6.keys,wordRead.keys,wordRead.rt,key_resp_5.keys,questAnswer.keys,questAnswer.rt,key_resp_6.rt,key_resp_5.rt,date,frameRate,expName,session,participant,
,Fahrer,ein,war,aus,aus,den,schönen,nicht,Stadt,auf,wurden,landen,schmutziger,wurden,alten,man,ich,"trug,",36,bekannten,sind,Wohnung,bei,bei,man,alten,Büschel,obwohl,ein,viel,Stadt,Packung,"minimalem,","üblichem,",immer,sprudelnden,mit,"reichlichem,",immer,schon,dank,Packung,"regelmäßigem,",das,uns,"Delikte,",wir,dauerhaftem,"Delikte,",Bluts,auf,dauerte,dem,Farbe,Wohnung,einen,Kilowattstunden,Büschel,vierte,die,obschon,bekannten,Farbe,schmutzige,solch,ich,die,schönen,Stimmung,"nicht,",landen,wir,jetzt,Fahrer,"wertvollem,",sind,den,ich,36,sprudelndes,mit,Kilowattstunden,mit,ich,man,mit,die,solchen,Neuwahlen,warmem,man,viel,"sämtlichem,","Japan,",ausreichendem,richtige,gelegentlich,Blut,,,,,,,,,,,,,,,,,,,,,,,57,0,57,0,0,4,4,4,,,,,,,,space,0.417521953583,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,wurden,Glas,die,seltenem,feinem,roten,Wetter,am,liegen,noch,serviert.,im,Wäsche.,serviert.,Kram,der,mehr,war,würden,Skandals,auf,des,"frischem,",minimalem,den,Krams,frisches,sie,Glas,Lärm,liegen,salziger,sauberen,harten,350,Trinkwassers.,"reichem,",purem,350,immer,täglichem,salzige,kaltem,Auto,die,deren,um,feinem,derer,hat,noch,ungefähr,Mann,geschleudert.,des,gelegentlichen,elektrische,frischen,Bundespräsident.,Störenfriede,sie,Skandal,geschleudert.,Wäsche.,unzureichenden,mehr,Tiere,Wetters,ziemlich,was,im,von,"nachgewiesen,",wurden,klassischen,auf,roten,leider,hätten,Trinkwasser.,einem,elektrischer,einem,leider,eine,zusätzlichem,Störenfriede,unzureichenden,vor,weichem,eine,Lärm,künftigem,die,monatlichem,"Zeit,",einen,hat,,,,,,,,,,,,,,,,,,,,,,,57,0,57,0,0,5,5,5,,,,,,,,space,0.336179971695,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,verschrottet.,köstlicher,Flut,dichten,dichten,Planet,die,Hauptbahnhof.,die,eine,nan,Müll.,nan,nan,aus,Soldaten,als,aus,seiner,wiedergewählt.,jeden,Herrn,kaltem,täglichen,Soldaten,aus,Gras,defekt,köstlichen,um,die,Wurst,Kraftstoff,Schaumstoff,ml,nan,goldenen,Alkohol,ml,ruhig,grünen,Wurst,Abduschen,mehr,Stimmung,sie,die,Kunsteis,sie,den,eine,drei,mehr,nan,Herrn,Besucher.,Energie.,Grases,nan,jeden.,defekt,wiedergewählt.,nan,nan,Helmen,als,artgerecht,die,"vermiest,",Tupperware,Müll.,den,dass,verschrottet.,Schmuck,jeden,Planeten,nichts,seiner,nan,Esslöffel,Energie.,Esslöffel,nichts,große,schwarzem,jeden.,Helmen,Dezember,Untergrund,große,um,Einkommen,er,Taschengeld,um,Besucher.,den,,,,,,,,,,,,,,,,,,,,,,,57,0,57,0,0,6,6,6,,,,,,,,space,0.300347089767,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,nan,Wein,zurückgekehrt.,Gewebe,Stoff,ganz,Wohnung.,nan,Slums.,Sammlung,nan,nan,nan,nan,dem,des,einmal,Japan.,Frau,nan,Fall,Gantenbein.,Saft,Einsatz,des,dem,zwängen.,war.,Weins,jede,Slums.,mit,fahren.,gefertigt.,warme,nan,Besatz,verdünnt.,warmer,diskutiert.,Tee,mit,gehärtet.,als,ziemlich,überführt,Probleme,eingesprüht.,überführt,Boden,Sammlung,Tage.,als,nan,Gantenbeins.,nan,nan,zwängen.,nan,nan,war.,nan,nan,nan,zur,einmal,gehalten.,Wohnung.,dass,ist.,nan,Problemen,das,nan,umgearbeitet.,Fall,ganz,mitbringen.,Frau,nan,warmem,nan,warmen,mitbringen.,Menge,Kaffee,nan,zur,stattfinden.,liegen.,Menge,jede,haftbar.,trug.,selber,Nadelhölzer,nan,Boden,,,,,,,,,,,,,,,,,,,,,,,57,0,57,0,0,7,7,7,,,,,,,,space,0.309986114502,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,0,57,0,,,,,,,,,,,,,,None,n,1.67714214325,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,Die,Bei,Als,Danach,Er,Im,Sie,Die,Am,Sie,Beträchtliche,Viele,Dort,Beträchtliche,Wir,Bei,In,Die,Die,Er,100,Die,Sie,Ihr,Bei,Wir,Wir,Die,Bei,Man,Am,Ich,Wir,Alle,In,Sie,Das,Die,In,Fernab,Ich,Ich,Die,Wir,Dass,Es,In,Die,Es,Nicht,Sie,Der,Wir,Es,Die,Wir,Die,Wir,Walter,Außer,Die,Er,Es,Dort,Die,In,In,Sie,Es,Die,Viele,In,In,Die,Die,100,Im,Außer,Die,Sie,Er,Die,Er,Außer,Mit,Die,Außer,Die,Unter,Jungtiere,Mit,Man,Manche,Die,Jugendliche,Jetzt,Wir,Nicht,,,,,,,,,,,,,,,,,,,,,,,58,0,58,0,0,0,0,0,,,,,,,space,space,0.368601799011,,,,0.55415391922,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,Autos,unserer,die,wurde,hat,Fernrohr,verlassen,Linie,äußeren,hatte,Stücke,Tonnen,türmen,Stücke,haben,der,meinem,"Uhr,",Schuhe,wurde,g,Gäste,haben,Blutdruck,der,haben,mussten,Uhr,unserer,machte,äußersten,nehme,konnten,Betten,den,verbrauchen,Tuch,Lösung,den,des,wurde,nehme,Formen,übergaben,es,waren,der,Eislaufbahnen,waren,ein,hatte,Flug,übergaben,wurden,Gäste,hatten,Schule,mussten,Scheel,dem,Uhr,wurde,wurden,türmen,Kinder,meinem,diesem,verlassen,hat,Teilnehmerinnen,Tonnen,der,einer,Autos,Stücke,g,Fernrohr,das,Schuhe,verbrauchen,stellt,Schule,stellt,dem,dieser,müden,den,Kinder,keinen,sollten,dieser,machte,Kreditnehmer,Uhr,können,ist,hatten,ein,,,,,,,,,,,,,,,,,,,,,,,58,0,58,0,0,1,1,1,,,,,,,,space,0.41229891777,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,beider,Ankunft,Sonne,die,ein,sahen,wegen,101,Rand,keine,saftigen,gebrauchter,sich,saftiges,jede,Feier,Studium,die,in,trotz,braunen,suchen,die,kann,Feier,jede,uns,schlug,Ankunft,mal,Rand,eine,dann,wurden,Kakao,60,wurde,wird,Kakao,Rummels,damals,eine,wurden,dem,"regnete,",nur,Tat,wurden,nur,Tropfen,keine,zum,das,Eimer,suchen,in,verbraucht,uns,war,Bürgermeister,schlug,trotz,Eimer,sich,fuhren,Studium,Zirkus,wegen,uns,wussten,gebrauchte,Tat,Studie,beider,wurden,brauner,sahen,Essen,in,60,die,verbraucht,die,Essen,Methode,Teilnehmer,Bürgermeister,fuhren,Umständen,immer,Methode,mal,sind,war,Kleidung,genau,in,Tropfen,,,,,,,,,,,,,,,,,,,,,,,58,0,58,0,0,2,2,2,,,,,,,,space,0.350488901138,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,beteiligter,stand,"unterging,",Leinwand,Hemd,wir,dem,hält,der,Lust,Fleischs,Kleidung,Berge,Fleisch,Menge,gedachte,habe,er,Größe,des,Zuckers,die,Erlebnisse,schon,gedachte,Menge,durch,"sporadisch,",stand,wieder,der,große,mit,mit,gehören,Liter,dann,mit,gehören,wurde,schnell,große,unter,Mann,hat,kleinere,wissen,mit,kleinere,königlichen,Lust,Mond,Auto,roter,die,Dänemark,260.000,durch,der,beschuldigten,"sporadisch,",dem,rote,Berge,mit,las,werden,des,die,überwiegend,Kleidung,wissen,wurde,beteiligten,aus,Zucker,wir,kann,Größe,Liter,Masse,260.000,Masse,kann,kann,wurden,beschuldigten,mit,können,auf,kann,wieder,mit,aus,bei,die,Dänemark,königliches,,,,,,,,,,,,,,,,,,,,,,,58,0,58,0,0,3,3,3,,,,,,,,space,0.267124176025,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,Fahrer,ein,war,aus,aus,den,schönen,nicht,Stadt,auf,wurden,landen,schmutziger,wurden,alten,man,ich,"trug,",36,bekannten,sind,Wohnung,bei,bei,man,alten,Büschel,obwohl,ein,viel,Stadt,Packung,"minimalem,","üblichem,",immer,sprudelnden,mit,"reichlichem,",immer,schon,dank,Packung,"regelmäßigem,",das,uns,"Delikte,",wir,dauerhaftem,"Delikte,",Bluts,auf,dauerte,dem,Farbe,Wohnung,einen,Kilowattstunden,Büschel,vierte,die,obschon,bekannten,Farbe,schmutzige,solch,ich,die,schönen,Stimmung,"nicht,",landen,wir,jetzt,Fahrer,"wertvollem,",sind,den,ich,36,sprudelndes,mit,Kilowattstunden,mit,ich,man,mit,die,solchen,Neuwahlen,warmem,man,viel,"sämtlichem,","Japan,",ausreichendem,richtige,gelegentlich,Blut,,,,,,,,,,,,,,,,,,,,,,,58,0,58,0,0,4,4,4,,,,,,,,space,0.262974023819,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,wurden,Glas,die,seltenem,feinem,roten,Wetter,am,liegen,noch,serviert.,im,Wäsche.,serviert.,Kram,der,mehr,war,würden,Skandals,auf,des,"frischem,",minimalem,den,Krams,frisches,sie,Glas,Lärm,liegen,salziger,sauberen,harten,350,Trinkwassers.,"reichem,",purem,350,immer,täglichem,salzige,kaltem,Auto,die,deren,um,feinem,derer,hat,noch,ungefähr,Mann,geschleudert.,des,gelegentlichen,elektrische,frischen,Bundespräsident.,Störenfriede,sie,Skandal,geschleudert.,Wäsche.,unzureichenden,mehr,Tiere,Wetters,ziemlich,was,im,von,"nachgewiesen,",wurden,klassischen,auf,roten,leider,hätten,Trinkwasser.,einem,elektrischer,einem,leider,eine,zusätzlichem,Störenfriede,unzureichenden,vor,weichem,eine,Lärm,künftigem,die,monatlichem,"Zeit,",einen,hat,,,,,,,,,,,,,,,,,,,,,,,58,0,58,0,0,5,5,5,,,,,,,,space,0.359354972839,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,verschrottet.,köstlicher,Flut,dichten,dichten,Planet,die,Hauptbahnhof.,die,eine,nan,Müll.,nan,nan,aus,Soldaten,als,aus,seiner,wiedergewählt.,jeden,Herrn,kaltem,täglichen,Soldaten,aus,Gras,defekt,köstlichen,um,die,Wurst,Kraftstoff,Schaumstoff,ml,nan,goldenen,Alkohol,ml,ruhig,grünen,Wurst,Abduschen,mehr,Stimmung,sie,die,Kunsteis,sie,den,eine,drei,mehr,nan,Herrn,Besucher.,Energie.,Grases,nan,jeden.,defekt,wiedergewählt.,nan,nan,Helmen,als,artgerecht,die,"vermiest,",Tupperware,Müll.,den,dass,verschrottet.,Schmuck,jeden,Planeten,nichts,seiner,nan,Esslöffel,Energie.,Esslöffel,nichts,große,schwarzem,jeden.,Helmen,Dezember,Untergrund,große,um,Einkommen,er,Taschengeld,um,Besucher.,den,,,,,,,,,,,,,,,,,,,,,,,58,0,58,0,0,6,6,6,,,,,,,,space,0.280303001404,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,nan,Wein,zurückgekehrt.,Gewebe,Stoff,ganz,Wohnung.,nan,Slums.,Sammlung,nan,nan,nan,nan,dem,des,einmal,Japan.,Frau,nan,Fall,Gantenbein.,Saft,Einsatz,des,dem,zwängen.,war.,Weins,jede,Slums.,mit,fahren.,gefertigt.,warme,nan,Besatz,verdünnt.,warmer,diskutiert.,Tee,mit,gehärtet.,als,ziemlich,überführt,Probleme,eingesprüht.,überführt,Boden,Sammlung,Tage.,als,nan,Gantenbeins.,nan,nan,zwängen.,nan,nan,war.,nan,nan,nan,zur,einmal,gehalten.,Wohnung.,dass,ist.,nan,Problemen,das,nan,umgearbeitet.,Fall,ganz,mitbringen.,Frau,nan,warmem,nan,warmen,mitbringen.,Menge,Kaffee,nan,zur,stattfinden.,liegen.,Menge,jede,haftbar.,trug.,selber,Nadelhölzer,nan,Boden,,,,,,,,,,,,,,,,,,,,,,,58,0,58,0,0,7,7,7,,,,,,,,space,0.341572999954,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0,58,0,,,,,,,,,,,,,,None,n,3.72080206871,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,Die,Bei,Als,Danach,Er,Im,Sie,Die,Am,Sie,Beträchtliche,Viele,Dort,Beträchtliche,Wir,Bei,In,Die,Die,Er,100,Die,Sie,Ihr,Bei,Wir,Wir,Die,Bei,Man,Am,Ich,Wir,Alle,In,Sie,Das,Die,In,Fernab,Ich,Ich,Die,Wir,Dass,Es,In,Die,Es,Nicht,Sie,Der,Wir,Es,Die,Wir,Die,Wir,Walter,Außer,Die,Er,Es,Dort,Die,In,In,Sie,Es,Die,Viele,In,In,Die,Die,100,Im,Außer,Die,Sie,Er,Die,Er,Außer,Mit,Die,Außer,Die,Unter,Jungtiere,Mit,Man,Manche,Die,Jugendliche,Jetzt,Wir,Nicht,,,,,,,,,,,,,,,,,,,,,,,59,0,59,0,0,0,0,0,,,,,,,space,space,0.352959156036,,,,0.45322394371,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,Autos,unserer,die,wurde,hat,Fernrohr,verlassen,Linie,äußeren,hatte,Stücke,Tonnen,türmen,Stücke,haben,der,meinem,"Uhr,",Schuhe,wurde,g,Gäste,haben,Blutdruck,der,haben,mussten,Uhr,unserer,machte,äußersten,nehme,konnten,Betten,den,verbrauchen,Tuch,Lösung,den,des,wurde,nehme,Formen,übergaben,es,waren,der,Eislaufbahnen,waren,ein,hatte,Flug,übergaben,wurden,Gäste,hatten,Schule,mussten,Scheel,dem,Uhr,wurde,wurden,türmen,Kinder,meinem,diesem,verlassen,hat,Teilnehmerinnen,Tonnen,der,einer,Autos,Stücke,g,Fernrohr,das,Schuhe,verbrauchen,stellt,Schule,stellt,dem,dieser,müden,den,Kinder,keinen,sollten,dieser,machte,Kreditnehmer,Uhr,können,ist,hatten,ein,,,,,,,,,,,,,,,,,,,,,,,59,0,59,0,0,1,1,1,,,,,,,,space,0.335792064667,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,beider,Ankunft,Sonne,die,ein,sahen,wegen,101,Rand,keine,saftigen,gebrauchter,sich,saftiges,jede,Feier,Studium,die,in,trotz,braunen,suchen,die,kann,Feier,jede,uns,schlug,Ankunft,mal,Rand,eine,dann,wurden,Kakao,60,wurde,wird,Kakao,Rummels,damals,eine,wurden,dem,"regnete,",nur,Tat,wurden,nur,Tropfen,keine,zum,das,Eimer,suchen,in,verbraucht,uns,war,Bürgermeister,schlug,trotz,Eimer,sich,fuhren,Studium,Zirkus,wegen,uns,wussten,gebrauchte,Tat,Studie,beider,wurden,brauner,sahen,Essen,in,60,die,verbraucht,die,Essen,Methode,Teilnehmer,Bürgermeister,fuhren,Umständen,immer,Methode,mal,sind,war,Kleidung,genau,in,Tropfen,,,,,,,,,,,,,,,,,,,,,,,59,0,59,0,0,2,2,2,,,,,,,,space,0.252759933472,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,beteiligter,stand,"unterging,",Leinwand,Hemd,wir,dem,hält,der,Lust,Fleischs,Kleidung,Berge,Fleisch,Menge,gedachte,habe,er,Größe,des,Zuckers,die,Erlebnisse,schon,gedachte,Menge,durch,"sporadisch,",stand,wieder,der,große,mit,mit,gehören,Liter,dann,mit,gehören,wurde,schnell,große,unter,Mann,hat,kleinere,wissen,mit,kleinere,königlichen,Lust,Mond,Auto,roter,die,Dänemark,260.000,durch,der,beschuldigten,"sporadisch,",dem,rote,Berge,mit,las,werden,des,die,überwiegend,Kleidung,wissen,wurde,beteiligten,aus,Zucker,wir,kann,Größe,Liter,Masse,260.000,Masse,kann,kann,wurden,beschuldigten,mit,können,auf,kann,wieder,mit,aus,bei,die,Dänemark,königliches,,,,,,,,,,,,,,,,,,,,,,,59,0,59,0,0,3,3,3,,,,,,,,space,0.272561073303,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,Fahrer,ein,war,aus,aus,den,schönen,nicht,Stadt,auf,wurden,landen,schmutziger,wurden,alten,man,ich,"trug,",36,bekannten,sind,Wohnung,bei,bei,man,alten,Büschel,obwohl,ein,viel,Stadt,Packung,"minimalem,","üblichem,",immer,sprudelnden,mit,"reichlichem,",immer,schon,dank,Packung,"regelmäßigem,",das,uns,"Delikte,",wir,dauerhaftem,"Delikte,",Bluts,auf,dauerte,dem,Farbe,Wohnung,einen,Kilowattstunden,Büschel,vierte,die,obschon,bekannten,Farbe,schmutzige,solch,ich,die,schönen,Stimmung,"nicht,",landen,wir,jetzt,Fahrer,"wertvollem,",sind,den,ich,36,sprudelndes,mit,Kilowattstunden,mit,ich,man,mit,die,solchen,Neuwahlen,warmem,man,viel,"sämtlichem,","Japan,",ausreichendem,richtige,gelegentlich,Blut,,,,,,,,,,,,,,,,,,,,,,,59,0,59,0,0,4,4,4,,,,,,,,space,0.335837841034,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,wurden,Glas,die,seltenem,feinem,roten,Wetter,am,liegen,noch,serviert.,im,Wäsche.,serviert.,Kram,der,mehr,war,würden,Skandals,auf,des,"frischem,",minimalem,den,Krams,frisches,sie,Glas,Lärm,liegen,salziger,sauberen,harten,350,Trinkwassers.,"reichem,",purem,350,immer,täglichem,salzige,kaltem,Auto,die,deren,um,feinem,derer,hat,noch,ungefähr,Mann,geschleudert.,des,gelegentlichen,elektrische,frischen,Bundespräsident.,Störenfriede,sie,Skandal,geschleudert.,Wäsche.,unzureichenden,mehr,Tiere,Wetters,ziemlich,was,im,von,"nachgewiesen,",wurden,klassischen,auf,roten,leider,hätten,Trinkwasser.,einem,elektrischer,einem,leider,eine,zusätzlichem,Störenfriede,unzureichenden,vor,weichem,eine,Lärm,künftigem,die,monatlichem,"Zeit,",einen,hat,,,,,,,,,,,,,,,,,,,,,,,59,0,59,0,0,5,5,5,,,,,,,,space,0.51503610611,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,verschrottet.,köstlicher,Flut,dichten,dichten,Planet,die,Hauptbahnhof.,die,eine,nan,Müll.,nan,nan,aus,Soldaten,als,aus,seiner,wiedergewählt.,jeden,Herrn,kaltem,täglichen,Soldaten,aus,Gras,defekt,köstlichen,um,die,Wurst,Kraftstoff,Schaumstoff,ml,nan,goldenen,Alkohol,ml,ruhig,grünen,Wurst,Abduschen,mehr,Stimmung,sie,die,Kunsteis,sie,den,eine,drei,mehr,nan,Herrn,Besucher.,Energie.,Grases,nan,jeden.,defekt,wiedergewählt.,nan,nan,Helmen,als,artgerecht,die,"vermiest,",Tupperware,Müll.,den,dass,verschrottet.,Schmuck,jeden,Planeten,nichts,seiner,nan,Esslöffel,Energie.,Esslöffel,nichts,große,schwarzem,jeden.,Helmen,Dezember,Untergrund,große,um,Einkommen,er,Taschengeld,um,Besucher.,den,,,,,,,,,,,,,,,,,,,,,,,59,0,59,0,0,6,6,6,,,,,,,,space,0.42533493042,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,0,59,0,,,,,,,,,,,,,,None,n,2.38576507568,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,Die,Bei,Als,Danach,Er,Im,Sie,Die,Am,Sie,Beträchtliche,Viele,Dort,Beträchtliche,Wir,Bei,In,Die,Die,Er,100,Die,Sie,Ihr,Bei,Wir,Wir,Die,Bei,Man,Am,Ich,Wir,Alle,In,Sie,Das,Die,In,Fernab,Ich,Ich,Die,Wir,Dass,Es,In,Die,Es,Nicht,Sie,Der,Wir,Es,Die,Wir,Die,Wir,Walter,Außer,Die,Er,Es,Dort,Die,In,In,Sie,Es,Die,Viele,In,In,Die,Die,100,Im,Außer,Die,Sie,Er,Die,Er,Außer,Mit,Die,Außer,Die,Unter,Jungtiere,Mit,Man,Manche,Die,Jugendliche,Jetzt,Wir,Nicht,,,,,,,,,,,,,,,,,,,,,,,60,0,60,0,0,0,0,0,,,,,,,space,space,0.452292919159,,,,0.737748861313,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,Autos,unserer,die,wurde,hat,Fernrohr,verlassen,Linie,äußeren,hatte,Stücke,Tonnen,türmen,Stücke,haben,der,meinem,"Uhr,",Schuhe,wurde,g,Gäste,haben,Blutdruck,der,haben,mussten,Uhr,unserer,machte,äußersten,nehme,konnten,Betten,den,verbrauchen,Tuch,Lösung,den,des,wurde,nehme,Formen,übergaben,es,waren,der,Eislaufbahnen,waren,ein,hatte,Flug,übergaben,wurden,Gäste,hatten,Schule,mussten,Scheel,dem,Uhr,wurde,wurden,türmen,Kinder,meinem,diesem,verlassen,hat,Teilnehmerinnen,Tonnen,der,einer,Autos,Stücke,g,Fernrohr,das,Schuhe,verbrauchen,stellt,Schule,stellt,dem,dieser,müden,den,Kinder,keinen,sollten,dieser,machte,Kreditnehmer,Uhr,können,ist,hatten,ein,,,,,,,,,,,,,,,,,,,,,,,60,0,60,0,0,1,1,1,,,,,,,,space,0.319409132004,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,beider,Ankunft,Sonne,die,ein,sahen,wegen,101,Rand,keine,saftigen,gebrauchter,sich,saftiges,jede,Feier,Studium,die,in,trotz,braunen,suchen,die,kann,Feier,jede,uns,schlug,Ankunft,mal,Rand,eine,dann,wurden,Kakao,60,wurde,wird,Kakao,Rummels,damals,eine,wurden,dem,"regnete,",nur,Tat,wurden,nur,Tropfen,keine,zum,das,Eimer,suchen,in,verbraucht,uns,war,Bürgermeister,schlug,trotz,Eimer,sich,fuhren,Studium,Zirkus,wegen,uns,wussten,gebrauchte,Tat,Studie,beider,wurden,brauner,sahen,Essen,in,60,die,verbraucht,die,Essen,Methode,Teilnehmer,Bürgermeister,fuhren,Umständen,immer,Methode,mal,sind,war,Kleidung,genau,in,Tropfen,,,,,,,,,,,,,,,,,,,,,,,60,0,60,0,0,2,2,2,,,,,,,,space,0.436728000641,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,beteiligter,stand,"unterging,",Leinwand,Hemd,wir,dem,hält,der,Lust,Fleischs,Kleidung,Berge,Fleisch,Menge,gedachte,habe,er,Größe,des,Zuckers,die,Erlebnisse,schon,gedachte,Menge,durch,"sporadisch,",stand,wieder,der,große,mit,mit,gehören,Liter,dann,mit,gehören,wurde,schnell,große,unter,Mann,hat,kleinere,wissen,mit,kleinere,königlichen,Lust,Mond,Auto,roter,die,Dänemark,260.000,durch,der,beschuldigten,"sporadisch,",dem,rote,Berge,mit,las,werden,des,die,überwiegend,Kleidung,wissen,wurde,beteiligten,aus,Zucker,wir,kann,Größe,Liter,Masse,260.000,Masse,kann,kann,wurden,beschuldigten,mit,können,auf,kann,wieder,mit,aus,bei,die,Dänemark,königliches,,,,,,,,,,,,,,,,,,,,,,,60,0,60,0,0,3,3,3,,,,,,,,space,0.399791002274,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,Fahrer,ein,war,aus,aus,den,schönen,nicht,Stadt,auf,wurden,landen,schmutziger,wurden,alten,man,ich,"trug,",36,bekannten,sind,Wohnung,bei,bei,man,alten,Büschel,obwohl,ein,viel,Stadt,Packung,"minimalem,","üblichem,",immer,sprudelnden,mit,"reichlichem,",immer,schon,dank,Packung,"regelmäßigem,",das,uns,"Delikte,",wir,dauerhaftem,"Delikte,",Bluts,auf,dauerte,dem,Farbe,Wohnung,einen,Kilowattstunden,Büschel,vierte,die,obschon,bekannten,Farbe,schmutzige,solch,ich,die,schönen,Stimmung,"nicht,",landen,wir,jetzt,Fahrer,"wertvollem,",sind,den,ich,36,sprudelndes,mit,Kilowattstunden,mit,ich,man,mit,die,solchen,Neuwahlen,warmem,man,viel,"sämtlichem,","Japan,",ausreichendem,richtige,gelegentlich,Blut,,,,,,,,,,,,,,,,,,,,,,,60,0,60,0,0,4,4,4,,,,,,,,space,0.367091178894,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,wurden,Glas,die,seltenem,feinem,roten,Wetter,am,liegen,noch,serviert.,im,Wäsche.,serviert.,Kram,der,mehr,war,würden,Skandals,auf,des,"frischem,",minimalem,den,Krams,frisches,sie,Glas,Lärm,liegen,salziger,sauberen,harten,350,Trinkwassers.,"reichem,",purem,350,immer,täglichem,salzige,kaltem,Auto,die,deren,um,feinem,derer,hat,noch,ungefähr,Mann,geschleudert.,des,gelegentlichen,elektrische,frischen,Bundespräsident.,Störenfriede,sie,Skandal,geschleudert.,Wäsche.,unzureichenden,mehr,Tiere,Wetters,ziemlich,was,im,von,"nachgewiesen,",wurden,klassischen,auf,roten,leider,hätten,Trinkwasser.,einem,elektrischer,einem,leider,eine,zusätzlichem,Störenfriede,unzureichenden,vor,weichem,eine,Lärm,künftigem,die,monatlichem,"Zeit,",einen,hat,,,,,,,,,,,,,,,,,,,,,,,60,0,60,0,0,5,5,5,,,,,,,,space,0.41576385498,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
