text,sent48,sent9,sent8,sent15,sent3,sent2,sent1,sent14,sent7,sent6,sent5,sent4,sent57,sent56,sent55,sent54,sent53,sent52,sent51,sent50,sent13,sent12,sent11,sent10,sent17,sent16,sent59,sent58,sent93,sent92,sent91,sent90,sent97,sent96,sent95,sent94,sent98,sent22,sent23,sent20,sent21,sent26,sent27,sent24,sent25,sent28,sent29,sent68,sent69,sent66,sent67,sent64,sent65,sent62,sent63,sent60,sent61,sent31,sent30,sent33,sent32,sent35,sent34,sent37,sent36,sent39,sent38,sent79,sent78,sent75,sent74,sent77,sent76,sent71,sent70,sent73,sent72,sent19,sent49,sent18,sent44,sent45,sent84,sent85,sent86,sent87,sent80,sent81,sent82,sent83,sent40,sent41,sent42,sent43,sent88,sent89,sent46,sent47,intros.thisRepN,intros.thisTrialN,intros.thisN,intros.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,testWords.thisRepN,testWords.thisTrialN,testWords.thisN,testWords.thisIndex,test1,test3,test2,test5,test4,test7,test6,test9,test8,test10,realTrials.thisRepN,realTrials.thisTrialN,realTrials.thisN,realTrials.thisIndex,words.thisRepN,words.thisTrialN,words.thisN,words.thisIndex,key_resp_3.keys,key_resp_3.rt,key_resp_8.keys,key_resp_8.rt,key_resp_10.keys,key_resp_10.rt,key_resp_6.keys,key_resp_6.rt,wordRead.keys,wordRead.rt,key_resp_5.keys,questAnswer.keys,questAnswer.rt,key_resp_5.rt,date,frameRate,expName,session,participant,
,Packung,ich,ausreichendem,wurden,sind,Farbe,mit,Bluts,wir,obwohl,viel,alten,36,"sämtlichem,",die,sprudelndes,solch,dank,ein,Stadt,den,mit,mit,solchen,Stadt,Fahrer,man,ich,viel,man,schönen,bei,aus,obschon,Büschel,alten,den,Neuwahlen,dauerte,richtige,dauerhaftem,schönen,warmem,Büschel,dem,"trug,",jetzt,wurden,die,wir,Fahrer,landen,gelegentlich,Farbe,immer,uns,Kilowattstunden,ich,"üblichem,",bekannten,man,sprudelnden,Kilowattstunden,die,"Delikte,",immer,landen,"Delikte,",Packung,das,ich,sind,nicht,war,mit,schon,"reichlichem,","nicht,",36,ein,auf,Stimmung,bekannten,Blut,aus,bei,"Japan,",auf,Wohnung,"regelmäßigem,",einen,schmutziger,"minimalem,","wertvollem,",vierte,schmutzige,man,Wohnung,,,,,,,,,,,,,,,,,,,,,,,55,0,55,0,0,4,4,4,,,,,,,,,space,0.337962865829,,,,,2017_Feb_02_1522,59.3527425659,spr_backupper,001,Mi15,
,salziger,mehr,monatlichem,serviert.,auf,geschleudert.,"reichem,",hat,von,sie,Lärm,Kram,hätten,künftigem,Störenfriede,Trinkwasser.,unzureichenden,täglichem,Glas,liegen,roten,einem,zusätzlichem,unzureichenden,liegen,wurden,den,mehr,Lärm,eine,Wetter,minimalem,feinem,sie,frischen,Krams,roten,vor,ungefähr,"Zeit,",feinem,Wetters,weichem,frisches,Mann,war,"nachgewiesen,",serviert.,Tiere,um,wurden,im,einen,geschleudert.,350,die,elektrischer,leider,harten,Skandals,eine,Trinkwassers.,elektrische,Störenfriede,derer,350,im,deren,salzige,Auto,leider,auf,am,die,einem,immer,purem,was,würden,Glas,noch,ziemlich,Skandal,hat,seltenem,"frischem,",die,noch,des,kaltem,gelegentlichen,Wäsche.,sauberen,klassischen,Bundespräsident.,Wäsche.,der,des,,,,,,,,,,,,,,,,,,,,,,,55,0,55,0,0,5,5,5,,,,,,,,,space,0.387171030045,,,,,2017_Feb_02_1522,59.3527425659,spr_backupper,001,Mi15,
,Wurst,als,Taschengeld,nan,jeden,nan,goldenen,den,den,defekt,um,aus,seiner,Einkommen,jeden.,nan,Helmen,grünen,köstlicher,die,Planeten,Esslöffel,schwarzem,Helmen,die,verschrottet.,Soldaten,als,um,große,die,täglichen,dichten,defekt,Grases,aus,Planet,Dezember,drei,um,Kunsteis,die,Untergrund,Gras,mehr,aus,dass,nan,artgerecht,die,verschrottet.,Müll.,Besucher.,nan,ml,Stimmung,Energie.,nichts,Schaumstoff,wiedergewählt.,große,nan,Energie.,jeden.,sie,ml,Müll.,sie,Wurst,mehr,nichts,jeden,Hauptbahnhof.,Flut,Esslöffel,ruhig,Alkohol,Tupperware,seiner,köstlichen,eine,"vermiest,",wiedergewählt.,den,dichten,kaltem,er,eine,Herrn,Abduschen,Besucher.,nan,Kraftstoff,Schmuck,nan,nan,Soldaten,Herrn,,,,,,,,,,,,,,,,,,,,,,,55,0,55,0,0,6,6,6,,,,,,,,,space,0.322003126144,,,,,2017_Feb_02_1522,59.3527425659,spr_backupper,001,Mi15,
,mit,einmal,selber,nan,Fall,nan,Besatz,Boden,Problemen,war.,jede,dem,Frau,haftbar.,nan,nan,zur,Tee,Wein,Slums.,ganz,warmen,Kaffee,zur,Slums.,nan,des,einmal,jede,Menge,Wohnung.,Einsatz,Stoff,war.,zwängen.,dem,ganz,stattfinden.,Tage.,Nadelhölzer,eingesprüht.,Wohnung.,liegen.,zwängen.,als,Japan.,das,nan,gehalten.,Probleme,nan,nan,nan,nan,warmer,ziemlich,nan,mitbringen.,gefertigt.,nan,Menge,nan,nan,nan,überführt,warme,nan,überführt,mit,als,mitbringen.,Fall,nan,zurückgekehrt.,warmem,diskutiert.,verdünnt.,ist.,Frau,Weins,Sammlung,dass,nan,Boden,Gewebe,Saft,trug.,Sammlung,Gantenbein.,gehärtet.,nan,nan,fahren.,umgearbeitet.,nan,nan,des,Gantenbeins.,,,,,,,,,,,,,,,,,,,,,,,55,0,55,0,0,7,7,7,,,,,,,,,space,0.403250217438,,,,,2017_Feb_02_1522,59.3527425659,spr_backupper,001,Mi15,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,55,0,,,,,,,,,,,,,,,None,j,4.47772598267,,2017_Feb_02_1522,59.3527425659,spr_backupper,001,Mi15,
,Ich,In,Jugendliche,Beträchtliche,100,Es,Das,Nicht,In,Die,Man,Wir,Die,Manche,Außer,Sie,Die,Ich,Bei,Am,Im,Er,Die,Die,Am,Die,Bei,In,Man,Mit,Sie,Ihr,Er,Die,Wir,Wir,Im,Unter,Der,Jetzt,Die,Sie,Jungtiere,Wir,Wir,Die,In,Beträchtliche,In,In,Die,Viele,Wir,Es,In,Dass,Die,Außer,Alle,Er,Mit,Sie,Die,Außer,Es,In,Viele,Es,Ich,Wir,Außer,100,Die,Als,Er,Fernab,Die,Die,Die,Bei,Sie,Es,Er,Nicht,Danach,Sie,Die,Sie,Die,Die,Wir,Dort,Wir,Die,Walter,Dort,Bei,Die,,,,,,,,,,,,,,,,,,,,,,,56,0,56,0,0,0,0,0,,,,,,,space,0.738878965378,space,0.416529893875,,,,,2017_Feb_02_1522,59.3527425659,spr_backupper,001,Mi15,
,nehme,meinem,können,Stücke,g,wurden,Tuch,ein,der,Uhr,machte,haben,Schuhe,Kreditnehmer,dem,verbrauchen,Kinder,wurde,unserer,äußeren,Fernrohr,stellt,müden,Kinder,äußersten,Autos,der,meinem,machte,dieser,verlassen,Blutdruck,hat,Uhr,mussten,haben,Fernrohr,keinen,Flug,ist,Eislaufbahnen,verlassen,sollten,mussten,übergaben,"Uhr,",einer,Stücke,diesem,der,Autos,Tonnen,hatten,wurden,den,es,Schule,dem,Betten,wurde,dieser,verbrauchen,Schule,den,waren,den,Tonnen,waren,nehme,übergaben,das,g,Linie,die,stellt,des,Lösung,Teilnehmerinnen,Schuhe,unserer,hatte,hat,wurde,ein,wurde,haben,Uhr,hatte,Gäste,Formen,hatten,türmen,konnten,Stücke,Scheel,türmen,der,Gäste,,,,,,,,,,,,,,,,,,,,,,,56,0,56,0,0,1,1,1,,,,,,,,,space,0.285068035126,,,,,2017_Feb_02_1522,59.3527425659,spr_backupper,001,Mi15,
,eine,Studium,Kleidung,saftiges,brauner,Eimer,wurde,Tropfen,Tat,schlug,mal,jede,in,sind,Bürgermeister,60,fuhren,damals,Ankunft,Rand,sahen,die,Teilnehmer,fuhren,Rand,beider,Feier,Studium,mal,Methode,wegen,kann,ein,schlug,uns,jede,sahen,Umständen,zum,genau,wurden,wegen,immer,uns,das,die,Studie,saftigen,Zirkus,Tat,beider,gebrauchter,in,Eimer,Kakao,"regnete,",verbraucht,Essen,wurden,trotz,Methode,60,verbraucht,Bürgermeister,nur,Kakao,gebrauchte,nur,eine,dem,Essen,braunen,101,Sonne,die,Rummels,wird,wussten,in,Ankunft,keine,uns,trotz,Tropfen,die,die,war,keine,suchen,wurden,in,sich,dann,wurden,war,sich,Feier,suchen,,,,,,,,,,,,,,,,,,,,,,,56,0,56,0,0,2,2,2,,,,,,,,,space,0.218961000443,,,,,2017_Feb_02_1522,59.3527425659,spr_backupper,001,Mi15,
,große,habe,bei,Fleisch,Zucker,roter,dann,königlichen,wissen,"sporadisch,",wieder,Menge,Größe,mit,beschuldigten,Liter,mit,schnell,stand,der,wir,Masse,wurden,mit,der,beteiligten,gedachte,las,wieder,kann,dem,schon,Hemd,"sporadisch,",durch,Menge,wir,können,Mond,die,mit,des,auf,durch,Auto,er,wurde,Fleischs,werden,wissen,beteiligter,Kleidung,Dänemark,rote,gehören,hat,260.000,kann,mit,des,kann,Liter,260.000,beschuldigten,kleinere,gehören,Kleidung,kleinere,große,Mann,kann,Zuckers,hält,"unterging,",Masse,wurde,mit,überwiegend,Größe,stand,Lust,die,dem,königliches,Leinwand,Erlebnisse,aus,Lust,die,unter,Dänemark,Berge,mit,aus,der,Berge,gedachte,die,,,,,,,,,,,,,,,,,,,,,,,56,0,56,0,0,3,3,3,,,,,,,,,space,0.254286050797,,,,,2017_Feb_02_1522,59.3527425659,spr_backupper,001,Mi15,
,Packung,ich,ausreichendem,wurden,sind,Farbe,mit,Bluts,wir,obwohl,viel,alten,36,"sämtlichem,",die,sprudelndes,solch,dank,ein,Stadt,den,mit,mit,solchen,Stadt,Fahrer,man,ich,viel,man,schönen,bei,aus,obschon,Büschel,alten,den,Neuwahlen,dauerte,richtige,dauerhaftem,schönen,warmem,Büschel,dem,"trug,",jetzt,wurden,die,wir,Fahrer,landen,gelegentlich,Farbe,immer,uns,Kilowattstunden,ich,"üblichem,",bekannten,man,sprudelnden,Kilowattstunden,die,"Delikte,",immer,landen,"Delikte,",Packung,das,ich,sind,nicht,war,mit,schon,"reichlichem,","nicht,",36,ein,auf,Stimmung,bekannten,Blut,aus,bei,"Japan,",auf,Wohnung,"regelmäßigem,",einen,schmutziger,"minimalem,","wertvollem,",vierte,schmutzige,man,Wohnung,,,,,,,,,,,,,,,,,,,,,,,56,0,56,0,0,4,4,4,,,,,,,,,space,0.252309083939,,,,,2017_Feb_02_1522,59.3527425659,spr_backupper,001,Mi15,
,salziger,mehr,monatlichem,serviert.,auf,geschleudert.,"reichem,",hat,von,sie,Lärm,Kram,hätten,künftigem,Störenfriede,Trinkwasser.,unzureichenden,täglichem,Glas,liegen,roten,einem,zusätzlichem,unzureichenden,liegen,wurden,den,mehr,Lärm,eine,Wetter,minimalem,feinem,sie,frischen,Krams,roten,vor,ungefähr,"Zeit,",feinem,Wetters,weichem,frisches,Mann,war,"nachgewiesen,",serviert.,Tiere,um,wurden,im,einen,geschleudert.,350,die,elektrischer,leider,harten,Skandals,eine,Trinkwassers.,elektrische,Störenfriede,derer,350,im,deren,salzige,Auto,leider,auf,am,die,einem,immer,purem,was,würden,Glas,noch,ziemlich,Skandal,hat,seltenem,"frischem,",die,noch,des,kaltem,gelegentlichen,Wäsche.,sauberen,klassischen,Bundespräsident.,Wäsche.,der,des,,,,,,,,,,,,,,,,,,,,,,,56,0,56,0,0,5,5,5,,,,,,,,,space,0.261713981628,,,,,2017_Feb_02_1522,59.3527425659,spr_backupper,001,Mi15,
,Wurst,als,Taschengeld,nan,jeden,nan,goldenen,den,den,defekt,um,aus,seiner,Einkommen,jeden.,nan,Helmen,grünen,köstlicher,die,Planeten,Esslöffel,schwarzem,Helmen,die,verschrottet.,Soldaten,als,um,große,die,täglichen,dichten,defekt,Grases,aus,Planet,Dezember,drei,um,Kunsteis,die,Untergrund,Gras,mehr,aus,dass,nan,artgerecht,die,verschrottet.,Müll.,Besucher.,nan,ml,Stimmung,Energie.,nichts,Schaumstoff,wiedergewählt.,große,nan,Energie.,jeden.,sie,ml,Müll.,sie,Wurst,mehr,nichts,jeden,Hauptbahnhof.,Flut,Esslöffel,ruhig,Alkohol,Tupperware,seiner,köstlichen,eine,"vermiest,",wiedergewählt.,den,dichten,kaltem,er,eine,Herrn,Abduschen,Besucher.,nan,Kraftstoff,Schmuck,nan,nan,Soldaten,Herrn,,,,,,,,,,,,,,,,,,,,,,,56,0,56,0,0,6,6,6,,,,,,,,,space,0.25025510788,,,,,2017_Feb_02_1522,59.3527425659,spr_backupper,001,Mi15,
,mit,einmal,selber,nan,Fall,nan,Besatz,Boden,Problemen,war.,jede,dem,Frau,haftbar.,nan,nan,zur,Tee,Wein,Slums.,ganz,warmen,Kaffee,zur,Slums.,nan,des,einmal,jede,Menge,Wohnung.,Einsatz,Stoff,war.,zwängen.,dem,ganz,stattfinden.,Tage.,Nadelhölzer,eingesprüht.,Wohnung.,liegen.,zwängen.,als,Japan.,das,nan,gehalten.,Probleme,nan,nan,nan,nan,warmer,ziemlich,nan,mitbringen.,gefertigt.,nan,Menge,nan,nan,nan,überführt,warme,nan,überführt,mit,als,mitbringen.,Fall,nan,zurückgekehrt.,warmem,diskutiert.,verdünnt.,ist.,Frau,Weins,Sammlung,dass,nan,Boden,Gewebe,Saft,trug.,Sammlung,Gantenbein.,gehärtet.,nan,nan,fahren.,umgearbeitet.,nan,nan,des,Gantenbeins.,,,,,,,,,,,,,,,,,,,,,,,56,0,56,0,0,7,7,7,,,,,,,,,space,0.301830053329,,,,,2017_Feb_02_1522,59.3527425659,spr_backupper,001,Mi15,
,an,Rilke,kaufen.,nan,genug.,nan,rekonstruiert.,berührt.,im,nan,Menge,Haus,gepasst.,nan,nan,nan,Schule.,wieder,schon,nan,deutlich.,Honigs,wiederbelebt.,Schule.,nan,nan,zweiten,Rilke.,Menge,dunkler,nan,sinken.,gefertigt.,nan,nan,Haus,deutlich.,nan,nan,umzusetzen.,nan,nan,nan,nan,gerne.,nan,Medikament,nan,nan,im,nan,nan,nan,nan,Milch.,vermiest.,nan,nan,nan,nan,dunkle,nan,nan,nan,wurden.,Milch.,nan,wurden.,an,gerne.,nan,genug.,nan,nan,Honig,nan,nan,nan,gepasst,schon,dumme,es,nan,berührt.,wiederhergestellt.,besprochen.,nan,dummer,nan,nan,nan,nan,nan,nan,nan,nan,zweiten,nan,,,,,,,,,,,,,,,,,,,,,,,56,0,56,0,0,8,8,8,,,,,,,,,space,0.249220132828,,,,,2017_Feb_02_1522,59.3527425659,spr_backupper,001,Mi15,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,0,56,0,,,,,,,,,,,,,,,None,j,2.70468521118,,2017_Feb_02_1522,59.3527425659,spr_backupper,001,Mi15,
,Ich,In,Jugendliche,Beträchtliche,100,Es,Das,Nicht,In,Die,Man,Wir,Die,Manche,Außer,Sie,Die,Ich,Bei,Am,Im,Er,Die,Die,Am,Die,Bei,In,Man,Mit,Sie,Ihr,Er,Die,Wir,Wir,Im,Unter,Der,Jetzt,Die,Sie,Jungtiere,Wir,Wir,Die,In,Beträchtliche,In,In,Die,Viele,Wir,Es,In,Dass,Die,Außer,Alle,Er,Mit,Sie,Die,Außer,Es,In,Viele,Es,Ich,Wir,Außer,100,Die,Als,Er,Fernab,Die,Die,Die,Bei,Sie,Es,Er,Nicht,Danach,Sie,Die,Sie,Die,Die,Wir,Dort,Wir,Die,Walter,Dort,Bei,Die,,,,,,,,,,,,,,,,,,,,,,,57,0,57,0,0,0,0,0,,,,,,,space,0.638741016388,space,0.423439025879,,,,,2017_Feb_02_1522,59.3527425659,spr_backupper,001,Mi15,
,nehme,meinem,können,Stücke,g,wurden,Tuch,ein,der,Uhr,machte,haben,Schuhe,Kreditnehmer,dem,verbrauchen,Kinder,wurde,unserer,äußeren,Fernrohr,stellt,müden,Kinder,äußersten,Autos,der,meinem,machte,dieser,verlassen,Blutdruck,hat,Uhr,mussten,haben,Fernrohr,keinen,Flug,ist,Eislaufbahnen,verlassen,sollten,mussten,übergaben,"Uhr,",einer,Stücke,diesem,der,Autos,Tonnen,hatten,wurden,den,es,Schule,dem,Betten,wurde,dieser,verbrauchen,Schule,den,waren,den,Tonnen,waren,nehme,übergaben,das,g,Linie,die,stellt,des,Lösung,Teilnehmerinnen,Schuhe,unserer,hatte,hat,wurde,ein,wurde,haben,Uhr,hatte,Gäste,Formen,hatten,türmen,konnten,Stücke,Scheel,türmen,der,Gäste,,,,,,,,,,,,,,,,,,,,,,,57,0,57,0,0,1,1,1,,,,,,,,,space,0.262962818146,,,,,2017_Feb_02_1522,59.3527425659,spr_backupper,001,Mi15,
,eine,Studium,Kleidung,saftiges,brauner,Eimer,wurde,Tropfen,Tat,schlug,mal,jede,in,sind,Bürgermeister,60,fuhren,damals,Ankunft,Rand,sahen,die,Teilnehmer,fuhren,Rand,beider,Feier,Studium,mal,Methode,wegen,kann,ein,schlug,uns,jede,sahen,Umständen,zum,genau,wurden,wegen,immer,uns,das,die,Studie,saftigen,Zirkus,Tat,beider,gebrauchter,in,Eimer,Kakao,"regnete,",verbraucht,Essen,wurden,trotz,Methode,60,verbraucht,Bürgermeister,nur,Kakao,gebrauchte,nur,eine,dem,Essen,braunen,101,Sonne,die,Rummels,wird,wussten,in,Ankunft,keine,uns,trotz,Tropfen,die,die,war,keine,suchen,wurden,in,sich,dann,wurden,war,sich,Feier,suchen,,,,,,,,,,,,,,,,,,,,,,,57,0,57,0,0,2,2,2,,,,,,,,,space,0.247705936432,,,,,2017_Feb_02_1522,59.3527425659,spr_backupper,001,Mi15,
,große,habe,bei,Fleisch,Zucker,roter,dann,königlichen,wissen,"sporadisch,",wieder,Menge,Größe,mit,beschuldigten,Liter,mit,schnell,stand,der,wir,Masse,wurden,mit,der,beteiligten,gedachte,las,wieder,kann,dem,schon,Hemd,"sporadisch,",durch,Menge,wir,können,Mond,die,mit,des,auf,durch,Auto,er,wurde,Fleischs,werden,wissen,beteiligter,Kleidung,Dänemark,rote,gehören,hat,260.000,kann,mit,des,kann,Liter,260.000,beschuldigten,kleinere,gehören,Kleidung,kleinere,große,Mann,kann,Zuckers,hält,"unterging,",Masse,wurde,mit,überwiegend,Größe,stand,Lust,die,dem,königliches,Leinwand,Erlebnisse,aus,Lust,die,unter,Dänemark,Berge,mit,aus,der,Berge,gedachte,die,,,,,,,,,,,,,,,,,,,,,,,57,0,57,0,0,3,3,3,,,,,,,,,space,0.213474035263,,,,,2017_Feb_02_1522,59.3527425659,spr_backupper,001,Mi15,
,Packung,ich,ausreichendem,wurden,sind,Farbe,mit,Bluts,wir,obwohl,viel,alten,36,"sämtlichem,",die,sprudelndes,solch,dank,ein,Stadt,den,mit,mit,solchen,Stadt,Fahrer,man,ich,viel,man,schönen,bei,aus,obschon,Büschel,alten,den,Neuwahlen,dauerte,richtige,dauerhaftem,schönen,warmem,Büschel,dem,"trug,",jetzt,wurden,die,wir,Fahrer,landen,gelegentlich,Farbe,immer,uns,Kilowattstunden,ich,"üblichem,",bekannten,man,sprudelnden,Kilowattstunden,die,"Delikte,",immer,landen,"Delikte,",Packung,das,ich,sind,nicht,war,mit,schon,"reichlichem,","nicht,",36,ein,auf,Stimmung,bekannten,Blut,aus,bei,"Japan,",auf,Wohnung,"regelmäßigem,",einen,schmutziger,"minimalem,","wertvollem,",vierte,schmutzige,man,Wohnung,,,,,,,,,,,,,,,,,,,,,,,57,0,57,0,0,4,4,4,,,,,,,,,space,0.195548057556,,,,,2017_Feb_02_1522,59.3527425659,spr_backupper,001,Mi15,
,salziger,mehr,monatlichem,serviert.,auf,geschleudert.,"reichem,",hat,von,sie,Lärm,Kram,hätten,künftigem,Störenfriede,Trinkwasser.,unzureichenden,täglichem,Glas,liegen,roten,einem,zusätzlichem,unzureichenden,liegen,wurden,den,mehr,Lärm,eine,Wetter,minimalem,feinem,sie,frischen,Krams,roten,vor,ungefähr,"Zeit,",feinem,Wetters,weichem,frisches,Mann,war,"nachgewiesen,",serviert.,Tiere,um,wurden,im,einen,geschleudert.,350,die,elektrischer,leider,harten,Skandals,eine,Trinkwassers.,elektrische,Störenfriede,derer,350,im,deren,salzige,Auto,leider,auf,am,die,einem,immer,purem,was,würden,Glas,noch,ziemlich,Skandal,hat,seltenem,"frischem,",die,noch,des,kaltem,gelegentlichen,Wäsche.,sauberen,klassischen,Bundespräsident.,Wäsche.,der,des,,,,,,,,,,,,,,,,,,,,,,,57,0,57,0,0,5,5,5,,,,,,,,,space,0.219748020172,,,,,2017_Feb_02_1522,59.3527425659,spr_backupper,001,Mi15,
,Wurst,als,Taschengeld,nan,jeden,nan,goldenen,den,den,defekt,um,aus,seiner,Einkommen,jeden.,nan,Helmen,grünen,köstlicher,die,Planeten,Esslöffel,schwarzem,Helmen,die,verschrottet.,Soldaten,als,um,große,die,täglichen,dichten,defekt,Grases,aus,Planet,Dezember,drei,um,Kunsteis,die,Untergrund,Gras,mehr,aus,dass,nan,artgerecht,die,verschrottet.,Müll.,Besucher.,nan,ml,Stimmung,Energie.,nichts,Schaumstoff,wiedergewählt.,große,nan,Energie.,jeden.,sie,ml,Müll.,sie,Wurst,mehr,nichts,jeden,Hauptbahnhof.,Flut,Esslöffel,ruhig,Alkohol,Tupperware,seiner,köstlichen,eine,"vermiest,",wiedergewählt.,den,dichten,kaltem,er,eine,Herrn,Abduschen,Besucher.,nan,Kraftstoff,Schmuck,nan,nan,Soldaten,Herrn,,,,,,,,,,,,,,,,,,,,,,,57,0,57,0,0,6,6,6,,,,,,,,,space,0.203076124191,,,,,2017_Feb_02_1522,59.3527425659,spr_backupper,001,Mi15,
,mit,einmal,selber,nan,Fall,nan,Besatz,Boden,Problemen,war.,jede,dem,Frau,haftbar.,nan,nan,zur,Tee,Wein,Slums.,ganz,warmen,Kaffee,zur,Slums.,nan,des,einmal,jede,Menge,Wohnung.,Einsatz,Stoff,war.,zwängen.,dem,ganz,stattfinden.,Tage.,Nadelhölzer,eingesprüht.,Wohnung.,liegen.,zwängen.,als,Japan.,das,nan,gehalten.,Probleme,nan,nan,nan,nan,warmer,ziemlich,nan,mitbringen.,gefertigt.,nan,Menge,nan,nan,nan,überführt,warme,nan,überführt,mit,als,mitbringen.,Fall,nan,zurückgekehrt.,warmem,diskutiert.,verdünnt.,ist.,Frau,Weins,Sammlung,dass,nan,Boden,Gewebe,Saft,trug.,Sammlung,Gantenbein.,gehärtet.,nan,nan,fahren.,umgearbeitet.,nan,nan,des,Gantenbeins.,,,,,,,,,,,,,,,,,,,,,,,57,0,57,0,0,7,7,7,,,,,,,,,space,0.259002923965,,,,,2017_Feb_02_1522,59.3527425659,spr_backupper,001,Mi15,
,an,Rilke,kaufen.,nan,genug.,nan,rekonstruiert.,berührt.,im,nan,Menge,Haus,gepasst.,nan,nan,nan,Schule.,wieder,schon,nan,deutlich.,Honigs,wiederbelebt.,Schule.,nan,nan,zweiten,Rilke.,Menge,dunkler,nan,sinken.,gefertigt.,nan,nan,Haus,deutlich.,nan,nan,umzusetzen.,nan,nan,nan,nan,gerne.,nan,Medikament,nan,nan,im,nan,nan,nan,nan,Milch.,vermiest.,nan,nan,nan,nan,dunkle,nan,nan,nan,wurden.,Milch.,nan,wurden.,an,gerne.,nan,genug.,nan,nan,Honig,nan,nan,nan,gepasst,schon,dumme,es,nan,berührt.,wiederhergestellt.,besprochen.,nan,dummer,nan,nan,nan,nan,nan,nan,nan,nan,zweiten,nan,,,,,,,,,,,,,,,,,,,,,,,57,0,57,0,0,8,8,8,,,,,,,,,space,0.252498149872,,,,,2017_Feb_02_1522,59.3527425659,spr_backupper,001,Mi15,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,0,57,0,,,,,,,,,,,,,,,None,n,3.21038103104,,2017_Feb_02_1522,59.3527425659,spr_backupper,001,Mi15,
,Ich,In,Jugendliche,Beträchtliche,100,Es,Das,Nicht,In,Die,Man,Wir,Die,Manche,Außer,Sie,Die,Ich,Bei,Am,Im,Er,Die,Die,Am,Die,Bei,In,Man,Mit,Sie,Ihr,Er,Die,Wir,Wir,Im,Unter,Der,Jetzt,Die,Sie,Jungtiere,Wir,Wir,Die,In,Beträchtliche,In,In,Die,Viele,Wir,Es,In,Dass,Die,Außer,Alle,Er,Mit,Sie,Die,Außer,Es,In,Viele,Es,Ich,Wir,Außer,100,Die,Als,Er,Fernab,Die,Die,Die,Bei,Sie,Es,Er,Nicht,Danach,Sie,Die,Sie,Die,Die,Wir,Dort,Wir,Die,Walter,Dort,Bei,Die,,,,,,,,,,,,,,,,,,,,,,,58,0,58,0,0,0,0,0,,,,,,,space,0.972565889359,space,0.341485977173,,,,,2017_Feb_02_1522,59.3527425659,spr_backupper,001,Mi15,
,nehme,meinem,können,Stücke,g,wurden,Tuch,ein,der,Uhr,machte,haben,Schuhe,Kreditnehmer,dem,verbrauchen,Kinder,wurde,unserer,äußeren,Fernrohr,stellt,müden,Kinder,äußersten,Autos,der,meinem,machte,dieser,verlassen,Blutdruck,hat,Uhr,mussten,haben,Fernrohr,keinen,Flug,ist,Eislaufbahnen,verlassen,sollten,mussten,übergaben,"Uhr,",einer,Stücke,diesem,der,Autos,Tonnen,hatten,wurden,den,es,Schule,dem,Betten,wurde,dieser,verbrauchen,Schule,den,waren,den,Tonnen,waren,nehme,übergaben,das,g,Linie,die,stellt,des,Lösung,Teilnehmerinnen,Schuhe,unserer,hatte,hat,wurde,ein,wurde,haben,Uhr,hatte,Gäste,Formen,hatten,türmen,konnten,Stücke,Scheel,türmen,der,Gäste,,,,,,,,,,,,,,,,,,,,,,,58,0,58,0,0,1,1,1,,,,,,,,,space,0.201730966568,,,,,2017_Feb_02_1522,59.3527425659,spr_backupper,001,Mi15,
,eine,Studium,Kleidung,saftiges,brauner,Eimer,wurde,Tropfen,Tat,schlug,mal,jede,in,sind,Bürgermeister,60,fuhren,damals,Ankunft,Rand,sahen,die,Teilnehmer,fuhren,Rand,beider,Feier,Studium,mal,Methode,wegen,kann,ein,schlug,uns,jede,sahen,Umständen,zum,genau,wurden,wegen,immer,uns,das,die,Studie,saftigen,Zirkus,Tat,beider,gebrauchter,in,Eimer,Kakao,"regnete,",verbraucht,Essen,wurden,trotz,Methode,60,verbraucht,Bürgermeister,nur,Kakao,gebrauchte,nur,eine,dem,Essen,braunen,101,Sonne,die,Rummels,wird,wussten,in,Ankunft,keine,uns,trotz,Tropfen,die,die,war,keine,suchen,wurden,in,sich,dann,wurden,war,sich,Feier,suchen,,,,,,,,,,,,,,,,,,,,,,,58,0,58,0,0,2,2,2,,,,,,,,,space,0.201123952866,,,,,2017_Feb_02_1522,59.3527425659,spr_backupper,001,Mi15,
